,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
10,16114.0,16756.0,17056.5,16226.5,16570.0,16552.0,17037.5,17753.0,20021.0,24814.5,29295.5,32148.0,34376.5,33650.5,36275.5,37430.5,38490.0,38050.5,40100.0,39811.5,40522.0,39057.0,38256.5,36221.0,32594.0,27793.5,24255.5,21578.0,19965.0,20355.0,19554.5,18725.5,19371.5,19044.5,18208.5,19555.0,17799.5,17731.0,18234.5,17891.0,18174.5,17608.0,17771.5,17523.5,17657.5,17166.0,16991.0,17289.5,16886.5,16567.5,16426.5,16587.5,16337.5,16364.0,16303.5,16214.0,15658.5,15676.5,15263.0,15264.5,15434.5,14917.0,15052.0,15189.5,14968.5,15257.0,15512.0,15299.0,15176.5,14675.5,15112.5,14571.0,14909.0,15072.5,15097.0,15166.0,15018.5,15038.0,14900.5,14929.0,15043.5,15145.5,15822.5,14587.0,15010.5,15324.0,15562.0,15610.5,15246.0,15696.0,hello
11,14931.5,15310.5,15130.5,15864.0,15904.0,15252.0,15465.5,15126.5,15161.5,15936.5,15823.0,15193.0,15429.5,15654.0,15547.5,15461.0,16920.0,18401.5,24984.5,30093.5,34225.5,36059.5,37932.5,35451.0,34225.5,38453.0,37578.5,37391.5,37618.5,35621.5,33695.0,29090.5,24891.5,22690.0,20530.0,20664.5,19952.5,19640.0,20210.5,19613.5,19800.5,18863.5,19484.5,18829.5,19115.0,18052.5,17732.5,18174.0,17605.0,17932.5,17767.5,17730.0,17731.0,16300.0,16052.5,16316.0,15763.0,16047.0,16278.0,16103.0,15063.0,15025.0,15027.5,15456.5,14931.0,15389.5,14517.5,14827.5,15487.0,14944.5,13900.5,14149.5,14650.5,14813.5,14414.5,13877.5,14078.0,14376.0,14539.0,13975.0,14056.0,14188.0,14134.0,13887.0,13864.0,13993.0,14207.5,14296.0,14233.5,14608.0,hello
12,20551.0,25059.0,28175.0,30559.0,31641.5,32870.0,33843.0,35521.0,36742.5,39437.0,40488.0,40176.5,42006.0,41808.0,40968.0,40873.0,40933.0,41389.0,40517.5,36843.5,33101.0,27750.5,24548.0,22632.5,20816.0,19935.0,19865.0,19411.5,19032.5,18498.5,18794.0,18287.0,18537.0,18173.5,18697.5,18652.0,18559.0,17472.5,19063.0,17792.5,17834.0,17694.0,17912.5,16419.5,15992.5,15678.0,15517.0,15315.5,15391.5,15743.0,15614.0,16279.5,16108.5,16178.5,15665.0,16436.5,16436.0,15727.0,16109.5,16440.5,16478.5,16373.0,15838.5,16618.5,16853.0,16141.0,16193.0,15863.0,16262.0,16408.0,16553.5,16046.0,15586.5,16259.5,16205.5,16337.0,16227.5,16547.5,15785.0,16432.0,16571.0,16426.5,16558.0,16103.5,16461.0,16522.5,16234.5,16374.0,16149.0,16556.0,hello
13,16342.0,16865.5,16758.0,16562.5,17511.5,16586.5,16765.0,16815.0,16825.5,16579.5,16922.5,16961.0,16055.5,16358.0,16629.5,16790.5,16663.5,16782.5,16372.5,17357.0,17614.5,18366.5,24302.0,28518.0,31089.0,33342.0,34315.0,36698.5,36040.5,37527.0,36989.5,36601.0,37605.0,37096.0,34949.0,29814.0,25255.0,21750.5,20418.0,19855.0,19801.0,20278.0,19256.5,19040.0,19115.5,18941.0,18976.5,18441.0,19095.5,18610.0,18215.5,18394.0,18332.5,17902.0,18297.5,18338.5,18452.5,18464.5,19116.0,19394.0,19908.5,19752.5,18868.5,18714.0,18516.5,18155.0,18351.0,17877.5,17617.5,17513.5,17090.5,17045.5,16893.5,17721.0,17089.0,17596.5,17761.5,16691.0,17471.5,16927.0,17031.5,16695.5,16880.5,16053.5,16681.5,17251.0,17056.0,17361.0,17212.0,16596.5,hello
14,17110.0,17696.0,17462.0,17121.5,17470.0,17452.0,17179.0,17118.0,17392.5,17177.0,17639.0,17660.0,17447.0,17670.5,17949.0,17485.5,17670.5,17833.0,18165.0,18934.5,22338.5,28424.0,31886.5,33828.0,35596.0,37333.5,38447.0,39464.0,40432.5,40777.5,41000.5,38453.0,36858.5,35410.0,31450.5,28329.5,25780.5,23040.0,21205.5,20165.5,19732.0,19527.0,19833.0,18780.0,19697.5,19562.0,19794.5,19451.5,19304.0,19744.0,18697.0,19318.5,18778.5,19605.0,19556.5,18993.5,18858.5,19212.5,18309.5,19138.5,18412.5,18162.5,17643.5,17946.5,17641.0,17411.5,17397.0,18304.0,17722.5,17553.0,17805.0,17615.5,17860.5,17541.5,17666.0,18018.0,17385.5,17388.0,16784.5,17143.5,17049.0,17425.0,17163.5,17269.5,17473.0,17429.5,17538.0,17647.0,17588.5,17511.5,hello
15,17572.0,18257.5,17095.5,17543.0,17343.5,17500.0,18243.5,18096.5,17481.0,17737.0,18177.0,17896.0,18237.0,17433.5,17488.0,18209.0,18134.0,18418.5,20599.0,25395.5,29676.0,33633.0,35476.5,36913.5,37546.0,38422.5,39080.0,38419.5,37724.0,33552.0,30531.0,26429.0,22908.5,21781.5,21516.5,20658.0,20057.0,19878.0,20840.0,19615.0,19948.0,19992.0,20480.0,19366.5,19451.5,19407.5,19889.0,18648.0,19637.5,18911.0,18581.0,17695.5,16654.0,16014.0,15983.5,16222.0,15689.5,15584.5,15232.5,16172.5,15954.5,15502.5,16116.5,15899.5,15570.0,15578.0,15430.0,15526.0,16112.5,15006.0,15304.5,15812.0,15790.0,15960.0,15487.5,15693.5,15824.5,15080.0,15579.0,15538.0,15609.0,15812.0,15875.0,15458.0,15347.5,15728.5,15308.5,15262.0,15741.5,15818.5,hello
16,16244.0,15817.5,15830.0,15567.0,15828.0,16154.5,15460.0,16718.0,15442.5,16718.0,15675.0,15822.0,15857.5,15833.0,17586.5,22304.0,28234.5,30809.5,34258.0,36903.5,37497.0,38992.5,39656.5,40802.0,40142.0,38373.5,37509.0,32533.5,27758.5,23450.0,21791.0,21762.5,21578.5,21430.0,20100.5,19955.5,20383.5,19537.0,20291.5,19891.0,19257.5,19430.5,19272.5,19447.5,20659.0,19777.5,20521.0,20630.0,21500.5,21451.0,21808.5,22515.0,21739.0,22082.0,21097.5,20327.0,18960.0,18802.0,17927.0,17649.5,17670.5,17223.5,17399.0,16069.0,16721.5,16542.0,16695.5,16131.0,16761.5,16662.5,16554.5,16410.5,16388.5,16636.0,16590.5,16357.0,16114.0,16260.0,16325.0,16076.0,16646.0,16143.5,15940.0,16339.0,16695.5,16387.5,16338.5,16266.0,16374.5,16697.5,hello
17,17040.0,17108.5,16794.0,17138.0,17034.0,16916.5,16861.5,16781.5,17233.0,17023.5,17213.0,16798.5,16898.5,16966.0,16940.0,17155.5,18651.0,21901.5,28042.5,32551.5,35923.5,38613.5,39393.0,38490.5,39569.5,40735.0,39929.5,37131.5,32896.5,28724.0,25006.5,23449.5,23052.5,20899.0,21979.0,20789.0,20601.0,20399.5,19991.5,19980.5,19381.0,21063.5,20126.0,19888.0,18784.0,18492.0,18271.0,19292.0,18715.5,19107.0,18763.0,18355.5,18522.5,17541.0,17461.5,17191.5,17007.0,16379.0,17172.5,16256.5,16091.0,16316.0,15897.5,16104.0,15995.5,15921.0,16268.0,15984.5,16737.5,16115.0,15793.5,16221.0,16041.0,16782.0,16306.0,16299.0,16348.0,16205.0,16249.5,16297.0,16227.0,16285.5,16024.5,16120.5,16420.0,16252.5,16381.0,16539.5,16514.0,16430.0,hello
18,17352.0,17936.0,17510.0,17573.0,17347.5,18841.5,20969.0,26256.5,28979.5,33757.5,36713.0,39344.5,39955.5,40911.5,39951.0,39175.0,40055.0,38483.0,37030.0,33849.0,29487.0,26405.0,23634.5,22178.5,21498.0,20717.5,20727.0,20338.5,20073.0,19665.0,19645.5,18889.0,18567.5,18882.0,19099.5,19187.0,18028.5,18387.0,18184.5,17676.5,17851.0,18012.0,17419.5,17414.0,18389.0,16994.5,16923.0,16870.0,16941.0,16793.0,16397.5,16505.5,15810.5,16179.0,15789.0,16004.0,15190.5,15652.5,15716.5,16081.5,15836.0,15895.0,15510.0,16042.5,15768.0,15714.5,15890.0,16228.5,15964.0,16171.0,16300.0,15939.5,15812.0,16162.0,15887.5,15800.0,16014.5,16216.0,15599.5,15721.5,15742.5,15748.5,15520.5,16322.5,16218.0,15605.5,15711.5,16293.0,16426.5,15853.0,hello
19,21531.5,21306.5,21015.5,21805.5,21037.0,21920.0,21479.5,21500.0,21508.5,22352.5,24330.5,29671.0,36039.5,38378.5,39483.5,39845.0,39174.0,40291.0,40545.0,42202.0,44627.5,41639.0,40564.0,40557.5,38235.5,33598.0,28611.0,27200.0,25234.0,25244.0,23611.0,24699.0,23198.5,22650.0,23032.5,22679.0,23301.5,22944.0,22926.0,22657.0,22343.0,21921.5,22014.0,21683.0,21124.5,21799.5,20314.0,19160.0,19040.5,18424.0,18350.0,18737.5,19105.0,18814.0,18631.5,18186.5,18338.5,18040.0,18139.5,17728.0,18162.5,17512.5,18288.0,17915.5,18066.0,17922.5,17897.0,17726.5,17849.0,18304.5,17600.5,18080.5,17278.5,18151.0,17549.0,18573.5,17405.0,17975.5,18137.0,18513.5,18702.0,18525.5,17758.0,18117.5,18367.0,18652.0,18237.0,18339.0,18472.5,18310.5,hello
20,19198.5,19984.0,20612.0,24755.0,32037.0,37295.5,39181.0,42901.5,41744.5,44446.0,43539.0,43989.0,42006.0,40675.0,37939.0,32279.0,28623.5,26206.5,25227.0,23570.0,22394.5,22845.5,22732.0,22117.0,22387.5,22408.5,21127.5,21187.5,21777.0,21873.0,21485.5,22426.5,21331.0,20452.5,20180.0,20298.0,20437.5,20273.5,20828.5,19681.5,19776.5,19567.5,19782.5,18946.0,18916.0,18463.0,18219.5,17997.5,17905.0,17865.0,17471.5,17793.5,17582.0,17845.0,17538.0,18266.5,18116.5,17369.0,17682.0,17186.0,17637.5,17949.0,17584.0,18055.5,17594.0,17939.0,17498.0,18069.0,17846.0,17848.5,17926.5,17366.0,17732.0,18011.5,17574.0,17621.5,17434.0,17971.0,17585.0,17963.5,17842.0,17899.5,17580.5,17630.5,17834.5,17941.5,18301.5,17805.5,18108.0,18070.0,hello
21,18961.5,18251.0,18854.0,18796.5,18475.0,18747.0,19036.0,18719.0,18544.5,18340.0,18616.5,18509.0,18426.5,18500.5,18406.5,18014.0,18539.5,18846.0,18610.5,18567.5,20197.0,21096.5,27404.5,32760.5,34919.0,38064.5,38674.5,38999.0,40268.5,40769.0,40942.0,41291.0,38722.5,37143.5,35990.5,32488.0,26721.0,24217.5,24060.5,22543.5,22413.0,21529.5,21187.5,21697.5,20096.5,19888.5,20167.0,19552.5,18375.0,19833.5,19696.0,19415.0,19287.5,19917.5,19429.5,19718.0,21147.5,19532.5,19198.0,18653.5,18582.5,18098.5,17667.0,17662.5,17694.0,16707.5,16935.5,17103.5,16474.0,16562.5,16576.5,16095.5,16625.5,16775.5,16461.5,16555.5,16348.0,16486.0,16662.5,16256.5,16672.0,16213.0,16362.0,16032.0,16235.0,16702.5,16226.5,16506.5,15943.5,16766.0,hello
22,18176.0,18765.5,17952.5,18347.0,18594.0,18415.5,18374.0,17770.0,17607.0,17911.0,18276.5,17736.0,18044.0,17541.0,18125.0,18716.0,18401.0,18973.5,21047.0,25508.5,30283.5,34263.0,38061.0,39675.5,39580.5,40686.0,40714.5,40565.0,37911.5,35754.0,32685.0,27406.0,25089.0,23270.5,22121.5,21439.5,21303.0,20820.5,20641.0,20244.5,21006.5,21237.0,20772.0,21357.0,20735.0,21101.5,19302.5,20532.5,19202.5,20294.5,21065.0,19838.5,22189.0,21987.5,20426.0,19858.5,20000.0,19537.5,18768.0,19164.5,18927.0,18811.0,18480.0,18170.5,18489.0,18717.5,18253.5,18146.5,17571.5,17881.5,17955.5,17990.5,17707.0,17613.0,17901.5,17783.5,17912.5,17648.0,17590.0,17714.5,18473.0,17702.0,18067.5,17939.5,17998.0,18039.5,17018.5,18081.5,18201.5,18478.5,hello
23,19186.0,19128.5,18969.5,18671.0,19289.0,20540.0,25148.5,29360.5,32123.0,33817.0,35487.0,36227.5,35747.5,35890.0,34607.0,30922.0,27311.0,24105.5,22328.0,21242.5,20461.0,19401.0,19702.5,19874.5,18889.5,19584.5,20220.5,19695.0,20144.5,19959.0,19638.0,20043.0,18908.0,19569.0,19198.5,18476.0,19281.5,18216.0,18262.5,17709.5,18101.5,19022.0,18277.0,17871.5,18172.0,18301.0,17883.5,16925.0,17686.0,17447.5,17420.0,17747.5,17705.5,17838.5,17373.0,17763.5,18409.0,18180.0,17962.0,18621.5,18138.5,18497.5,17945.0,18701.5,19321.0,18576.0,18672.0,18829.0,19164.0,18377.5,18474.5,18224.0,18494.0,19229.5,18607.0,18671.0,18711.0,18460.5,18627.5,19178.5,18799.0,18958.5,18595.0,18480.0,18956.5,18083.0,19191.0,18723.0,18642.5,18059.5,hello
24,19018.5,17991.5,19278.5,19307.5,19092.0,20330.0,26476.0,34024.5,38046.5,39567.0,41135.0,42425.5,43179.5,42851.5,41078.5,38778.0,36014.5,30177.5,26113.5,22798.5,21932.5,20699.0,20962.5,19975.0,20864.0,20596.0,20485.0,19746.5,20466.5,19673.5,19278.0,18990.0,19293.0,19222.5,19772.0,19527.0,20521.0,19779.0,19897.5,20462.0,20742.0,19735.5,19914.5,19033.0,19152.5,19330.0,19450.5,18961.0,18778.0,19107.5,18931.0,18794.0,19005.0,18211.0,18158.0,19012.0,18256.0,18145.0,18442.5,18617.0,18921.5,18874.0,18591.5,18671.0,18570.5,18180.0,18562.0,18595.5,18547.0,18408.0,17777.5,18534.0,18219.0,17664.0,18480.0,18060.5,17943.5,18454.5,18337.0,17751.0,18633.0,18732.0,18183.5,18586.0,18721.0,19012.5,19042.5,18366.0,18735.5,18551.5,hello
25,19020.5,19560.5,21042.5,25309.5,31365.5,35237.0,37957.5,40295.0,41823.0,41746.0,40836.5,40759.0,37255.5,33246.5,28307.5,24728.5,22204.5,21104.0,20271.5,19463.5,20285.5,19992.5,20219.0,19400.0,19277.0,19335.0,19787.0,19432.5,18812.5,19026.5,18916.0,19068.5,19284.5,19681.5,19004.5,19529.5,19162.5,19399.5,19242.0,18672.0,18389.0,18561.0,18297.5,18513.5,17994.5,17469.5,17848.5,16914.5,17193.5,17581.0,17123.5,17102.0,17759.5,16834.5,17145.0,16770.5,17152.0,17257.0,17000.0,17393.5,17150.5,16817.0,17116.5,16718.5,16766.0,16760.5,16793.0,16955.0,17394.0,16720.5,16858.0,17141.5,16875.5,17189.0,16625.5,17208.5,17024.5,17108.0,17018.0,16690.0,16865.0,17577.5,16851.5,17365.0,17476.5,17133.5,17834.0,17434.0,17673.0,17341.5,hello
26,16400.0,16133.0,16142.0,16232.0,16839.5,17241.5,17210.0,18332.0,22342.0,26503.0,26828.0,28569.0,33141.5,32378.0,33195.0,32128.5,30759.5,26980.0,24098.0,21813.5,21268.0,20788.0,20520.5,20208.5,19114.0,20422.5,20532.5,21748.5,20053.0,21677.0,21498.5,20736.5,20359.0,18982.0,20447.5,20614.0,18945.5,20223.5,20764.5,18187.5,19574.5,18598.0,18847.0,18312.5,17246.5,16674.5,16143.0,15627.0,15004.5,15758.5,15426.5,15246.0,14935.0,14495.5,14887.0,14838.0,14784.5,15095.0,14855.0,14899.5,14792.0,14894.5,14621.5,14939.0,15420.0,15381.0,15253.5,15110.5,15084.5,15170.0,15059.0,14945.5,15175.0,15258.0,15309.5,15231.0,15254.0,15089.5,15344.0,14915.0,14742.0,15129.5,15507.5,15510.5,15347.0,15327.0,15479.0,15333.0,15036.0,15522.5,hello
27,15717.0,16669.0,15943.0,16086.0,16031.5,15956.5,15292.5,15844.0,15908.0,16684.0,18601.0,24952.0,30000.5,32910.0,34249.5,35126.5,37116.0,38072.5,37463.5,34357.0,31379.0,27536.5,22969.5,21626.0,21230.5,21198.0,20093.5,20777.0,19323.0,19800.5,18956.0,19337.5,19607.0,18167.5,18861.0,18971.5,19759.0,18042.5,18410.5,17945.0,18311.5,17784.0,17733.0,18759.5,17254.0,18231.0,17505.5,16425.5,16229.5,15601.0,15419.5,15090.5,14796.0,13864.5,14164.0,13912.0,13539.5,14121.0,13409.5,14307.5,13984.5,14438.0,14064.0,13538.0,14340.5,13791.5,13801.5,13800.5,14046.5,13903.0,13710.0,13944.0,13598.0,14022.5,14044.5,13862.5,13910.5,14136.0,13862.0,13924.5,14129.0,13635.0,14036.5,13785.0,13342.5,13510.5,13794.5,13636.0,14584.5,14613.0,hello
28,15254.5,15569.0,15666.0,15224.0,15842.5,15885.5,15472.5,15378.5,14994.0,14697.0,14974.5,14796.5,15311.5,15428.0,17343.0,19324.5,25016.5,26853.0,28493.0,29922.0,32171.5,30542.5,33747.5,30830.5,29726.5,26440.0,23591.0,21258.0,19742.0,19365.5,19461.0,19128.0,19857.0,18955.0,18691.0,18881.0,18410.0,14636.5,17988.0,18198.0,18508.5,19228.0,17899.0,18763.0,17667.0,17025.5,18033.0,17708.0,17142.5,17801.5,19076.5,17941.0,19290.5,19435.0,19941.0,18694.0,18043.0,17449.5,16996.5,16584.5,15616.5,15866.5,15545.5,14956.0,15367.5,14800.0,14753.5,14929.0,15221.0,15458.5,15554.5,15612.0,15789.5,15817.0,15086.5,15255.0,15375.0,15250.0,15390.5,15084.5,15121.5,15187.5,15194.5,15128.0,15059.0,14774.0,15694.0,15547.0,15612.5,14560.0,hello
